id,Country,indexreg,pop_2021,sdg1_wpc,sdg1_320pov,sdg1_oecdpov,sdg2_undernsh,sdg2_stunting,sdg2_wasting,sdg2_obesity,sdg2_trophic,sdg2_crlyld,sdg2_snmi,sdg2_yieldgap,sdg2_pestexp,sdg3_matmort,sdg3_neonat,sdg3_u5mort,sdg3_tb,sdg3_hiv,sdg3_ncds,sdg3_pollmort,sdg3_traffic,sdg3_lifee,sdg3_fertility,sdg3_births,sdg3_vac,sdg3_uhc,sdg3_swb,sdg3_region,sdg3_incomeg,sdg3_smoke,sdg4_earlyedu,sdg4_primary,sdg4_second,sdg4_literacy,sdg4_tertiary,sdg4_pisa,sdg4_socioec,sdg4_science,sdg5_familypl,sdg5_edat,sdg5_lfpr,sdg5_parl,sdg5_paygap,sdg6_water,sdg6_sanita,sdg6_freshwat,sdg6_wastewat,sdg6_scarcew,sdg6_safewat,sdg6_safesan,sdg7_elecac,sdg7_cleanfuel,sdg7_co2twh,sdg7_ren,sdg8_adjgrowth,sdg8_slavery,sdg8_accounts,sdg8_unemp,sdg8_rights,sdg8_impacc,sdg8_empop,sdg8_yneet,sdg9_intuse,sdg9_mobuse,sdg9_lpi,sdg9_uni,sdg9_articles,sdg9_rdex,sdg9_rdres,sdg9_patents,sdg9_netacc,sdg9_womensci,sdg10_gini,sdg10_palma,sdg10_elder,sdg11_slums,sdg11_pm25,sdg11_pipedwat,sdg11_transport,sdg11_rentover,sdg12_msw,sdg12_ewaste,sdg12_so2prod,sdg12_so2import,sdg12_nprod,sdg12_nimport,sdg12_explastic,sdg12_mswrecycl,sdg13_co2gcp,sdg13_co2import,sdg13_co2export,sdg13_ecr,sdg14_cpma,sdg14_cleanwat,sdg14_fishstocks,sdg14_trawl,sdg14_discard,sdg14_biomar,sdg15_cpta,sdg15_cpfa,sdg15_redlist,sdg15_forchg,sdg15_biofrwter,sdg16_homicides,sdg16_detain,sdg16_safe,sdg16_prs,sdg16_u5reg,sdg16_cpi,sdg16_clabor,sdg16_weaponsexp,sdg16_rsf,sdg16_justice,sdg16_prison,sdg17_govex,sdg17_oda,sdg17_govrev,sdg17_cohaven,sdg17_secrecy,sdg17_sprofits,sdg17_statperf
IDN,Indonesia,East & South Asia,276361788,1.82,19,,6.5,30.8,10.2,6.9,2.183,5.227,0.688,,15.888,177,11.7,23,301,0.1,24.8,112,11.33,71.31,36,94.7,76,59,5.4,,,,95.798,94.377,89.972,99.78,,,,,77,90.698,65.236,20.348,,92.415,86.463,29.7,0.02,351.022,,,98.85,82.4,2.11,23.88,-1.1,4.726,48.857,4.355,0.636,0.12,,,53.726,81.206,2.895,26.35,0.18,0.226,,,,,38.2,1.767,,30.4,16.173,44.602,78,,0.683,6.06,7.996,0.535,7.303,0.953,0.37,,2.155,0.183,3121.076,,25.529,58.24,16.685,38.263,4.396,0.021,25.914,39.004,0.756,0.718,0.187,0.64,30.231,,4.791,74.4,38,,0.019,37.4,0.504,,4.263,,12.349,0,,,72.203
IRN,"Iran, Islamic Rep.",MENA,85028760,0.07,2.61,,5.5,6.8,4,25.8,2.173,2.299,0.846,,0.024,16,8.3,12.9,13,0.03,14.8,51,21.47,77.35,31.1,99,99,77,4.8,,,,50.776,99.771,90.227,98.101,,,,,68.6,99.038,20.397,5.594,,97.483,90.267,81.29,3.73,664.941,,,100,96.5,2.31,0.717,-6.851,16.24,93.982,11.133,0.238,0.218,,,84.111,80.244,2.767,45.05,0.83,0.83,,,,,42,1.932,,23.9,39.204,99.478,61,,0.607,9.482,11.066,0.754,9.527,1.123,0.158,,8.87,0.26,4726.599,,67.998,66.11,14.432,1.378,3.761,0.016,43.6,36.658,0.836,0,0.178,2.19,,,3.524,98.6,25,,0.015,72.7,0.627,,6.985,,25.376,0,,,56.688
IRQ,Iraq,MENA,41179351,3.99,26.64,,37.5,12.6,3,30.4,2.141,2.574,0.751,,,79,14.4,25.2,27,1,23.55,75,27.29,72.42,70,95.6,74,55,5.1,,,,17.736,92.796,48.402,93.5,,,,,53.7,69.767,15.468,26.444,,98.36,99.97,47.13,19.458,909.888,,,100,99,2.522,0.379,-7.848,,22.665,13.306,,0.115,,,60,42.057,2.034,20.817,0.465,0.043,,,,,29.5,1.082,,46.4,61.888,88.189,55,,1.012,7.116,33.494,1.049,4.195,0.378,,,5.242,0.334,,,0,44.99,,7.35,2.556,0.005,5.576,8.119,0.797,0,0.028,,24.711,,,98.8,23,4.5,0,55.57,,,,,38.364,0,,,34.802
IRL,Ireland,OECD,4982904,0.11,0.14,7.4,2.5,2.58,0.7,25.3,2.4,7.089,0.011,74.562,52.791,5,2,3,5.3,0.08,9.66,12,3.13,81.84,6.2,99.7,92,83,6.8,,21.3,14,99.859,99.863,101.175,,58.384,504.667,11.085,17.026,87.8,104.032,81.775,22.5,5.172,97.4,91.337,6.87,89.725,5285.642,97.329,82.899,100,100,1.11,11.539,4.711,1.668,95.34,6.021,0.822,1.426,66.55,11.011,92,105.297,3.293,53.967,3.358,1.146,11.374,22.561,18.069,29.002,31.4,1.07,7.4,0,7.765,96.965,61,5.608,1.655,18.674,18.072,13.566,57.322,13.614,4.816,1.022,6.754,5.238,29.168,52.654,81.942,61.45,25.15,8.619,10.555,0.094,80.68,98.558,0.915,0.007,1.708,0.69,20.139,,5.647,100,74,0,0,11.91,0.619,82.273,8.364,0.315,,75.666,48.15,-126.351,87.038
ISR,Israel,OECD,8789776,0.22,0.61,16.9,2.5,2.58,0.7,26.1,2.406,3.035,0.87,,2.406,3,1.9,3.6,2.1,1,8.78,15,3.91,82.62,8.2,,98,84,7.6,2.64,9.5,16.4,99.759,99.501,103.218,,47.257,465,13.553,33.1,68.4,100.769,88.843,27.5,22.659,100,99.949,95.94,81.699,4173.561,99.321,94.962,100,100,0.993,3.226,-2.234,3.862,92.815,4.695,,0.569,66.6,13.987,90.127,115.032,3.329,47.217,2.628,4.941,,60.687,39.87,,39,1.38,20.6,0,18.459,100,62,,1.854,14.531,14.827,7.133,4.449,21.247,2.073,1.456,6.51,3.041,34.108,35.511,14.843,30.24,,48.691,23.939,0.031,17.052,22.734,0.724,0.01,2.147,1.47,25.746,,5.607,100,59,0,9.575,30.9,,231.176,10.998,0.083,,0,58.675,4.072,78.136
ITA,Italy,OECD,60367471,0.95,1.27,14.2,2.5,2.58,0.7,19.9,2.416,5.265,0.586,58.941,4.459,2,1.7,2.9,6.6,0.04,8.97,15,5.32,82.97,4.1,99.9,92,83,6.5,2.8,9.3,18.6,91.539,96.501,97.539,99.93,28.859,477,8.532,25.879,74.4,96.226,68.927,35.714,7.64,99.917,99.885,30,58.75,3058.554,95.824,95.783,100,100,1.102,18.134,-2.251,2.431,93.785,9.507,0.573,0.774,57.45,23.464,70.483,92.199,3.853,54.6,2.109,1.392,6.313,15.647,47.449,39.523,35.9,1.26,11.3,0,15.818,,41,8.419,1.361,17.502,7.659,4.017,7.952,10.694,1.737,0.607,5.025,1.467,33.919,50.905,76,50.04,52.296,46.35,8.436,0.301,75.661,85.151,0.894,0.004,3.532,0.47,17.372,,4.552,100,56,0,1.016,23.39,0.602,102.778,10.663,0.282,,50.546,50.375,31.702,89.796
JAM,Jamaica,LAC,2973462,1.72,14.96,,7.7,9.3,3.3,24.7,2.282,1.149,1.062,,0,80,9.3,13.3,2.4,0.53,16.88,25,15.06,75.98,51.7,99.7,93,70,5.8,,,,85.861,88.001,82.732,96.3,,,,,82.9,109.677,80.353,28.571,,91.03,86.606,12.47,3,2255.554,,,99.384,83.2,1.893,8,-5.908,2.571,78.458,8.319,0.621,0.204,,,68.215,55.312,2.324,42.45,0.161,0.061,,,,,45.5,,,59.6,12.71,91.146,56,,0.991,6.216,21.092,1.532,6.043,2.25,2.195,,2.509,0.602,0,,26.599,44.86,33.05,0,0.607,0.246,21.924,27.77,0.663,0.136,0.615,44.68,27.598,,4.442,98,44,2.9,0,9.96,0.503,,9.382,,30.788,0,,,54.643
JPN,Japan,OECD,126050796,0.4,0.51,15.7,2.5,7.1,2.3,4.3,2.381,5.919,0.589,,36.093,5,0.8,2.5,12,0,8.26,12,3.6,84.26,3.1,99.9,96,85,6.1,2.3,12.3,16.7,,97.789,100,,61.514,520,7.664,10.843,67.9,103.968,74.51,9.892,22.519,99.079,99.922,36.46,75.325,1937.381,98.565,81.43,100,100,1.097,6.271,-1.745,0.286,98.243,2.641,0.76,1.033,77.786,9.824,90.219,202.973,4.248,65.917,1.007,3.275,9.846,139.542,,,32.9,1.28,20,0,10.991,,62,8.953,0.92,20.359,12.345,5.265,2.004,14.061,8.248,0.736,8.15,1.66,0.363,24.075,67.076,59.42,60.918,10.357,10.263,1.012,65.097,64.408,0.765,0,5.144,0.25,12.375,,6.231,100,73,0,0.002,28.88,0.656,38.175,12.443,0.344,,0,62.85,17.256,85.809
JOR,Jordan,MENA,10269022,0.02,1.08,,9.5,7.8,2.4,35.5,2.203,1.506,0.649,,1.056,46,8.8,15,4.7,0,15.3,51,17,77.87,27,99.7,76,60,3.9,,,,49.636,79.915,66.356,99.344,,,,,56.7,96.262,21.582,11.538,,98.94,97.084,100.08,18.63,2627.185,,,100,99.9,0.976,6.189,-3.428,1.804,42.493,18.839,0.502,0.328,,,66.1,77.005,2.718,33.85,0.641,0.708,,,,,33.7,1.355,,20.7,33.451,89.943,63,,0.814,5.447,15.159,2.157,2.525,2.567,0.091,,2.498,0.644,1.011,,,47.25,,0,0,0.204,12.922,18.684,0.965,,0.211,0.97,38.994,,5.147,98,49,1.7,0.427,42.89,0.601,,6.869,,22.046,0,,,62.01
KAZ,Kazakhstan,E. Europe & C. Asia,18994958,0,0.04,,2.5,8,3.1,21,2.393,1.359,0.771,,0.323,10,4.8,10,69,0.19,22.42,63,12.68,73.95,23.2,99.9,88,76,6.3,,,,77.743,90.387,104.027,99.897,,,,,73.2,91.597,84.372,27.103,,95.435,97.867,32.65,28.55,2267.823,,,100,97.6,2.688,1.464,-0.746,4.211,58.698,4.854,0.524,0.222,,,85.943,90.337,2.546,16.45,0.284,0.117,,,,,27.8,0.983,,10.5,13.611,94.034,47,,0.762,9.165,68.156,2.317,17.876,2.757,0.324,,15.516,0.88,16273.065,,,,,,,0.018,13.052,10.026,0.867,0,0.325,3.23,11.342,,3.941,99.7,37,,0,50.28,0.578,,4.528,,14.939,0,,,78.559
KEN,Kenya,Sub-Saharan Africa,54985702,17.43,43.8,,24.8,26.2,4.2,7.1,2.235,1.81,0.87,,0.993,342,20.5,41.9,259,0.72,20.99,78,28.31,66.09,96,61.8,88,56,4.5,,,,46.274,81.23,79.201,87.83,,,,,74.4,83.333,93.955,21.777,,61.633,32.699,33.24,0.49,590.699,,,69.7,17,1.382,78.193,-3.002,6.937,81.568,5.526,0.536,0.627,,,29.5,41.077,2.554,39.45,0.076,0.786,,,,,40.8,1.915,,46.1,28.434,60.248,52,,0.365,1.039,1.228,0.414,12.425,2.206,0.101,,0.3,0.13,0,,43.1,46.98,22.16,0,2.761,0.011,34.196,36.85,0.791,0.251,0.686,4,44.632,,4.142,66.9,30,,0,33.65,0.466,,7.191,,19.064,50.831,,,54.538
KIR,Kiribati,Oceania,121388,,,,4.1,15.2,3.5,46,2.276,,0.977,,,92,21.3,49.6,425,,50.85,140,1.92,59.42,50.6,98.3,82,51,,,,,97.67,96.746,99.918,,,,,,53.1,,,8.889,,77.971,45.576,,0.01,,,,100,10.2,3.194,,-4.677,,,,,,,,38,39.083,,0,0.142,,,,,,37,,,,9.991,62.386,,,0.87,0.89,,,,,0.021,,0.57,,0,,32.922,,14.186,0,1.787,,40,,0.765,,,7.52,4.651,,,91.6,,16.5,0,,,,20.842,,118.608,0,,,24.498
PRK,"Korea, Dem. Rep.",East & South Asia,25887045,,,,42.4,19.1,2.5,6.8,2.097,3.564,0.492,,,89,8.9,16.5,523,1,23.94,207,24.19,72.63,1,99.5,97,68,,,,,,97.752,,100,,,,,89.6,,89.996,17.613,,93.844,84.665,27.74,0,41.255,,,49.373,10.8,1.735,,,104.561,,2.196,,0.014,,,0,16.57,,0,0.009,0,,,,,,,,,29.771,73.611,,,,,3.918,0.003,3.887,0.062,,,1.137,0.001,,,0,53.78,35.27,31.217,0.453,,0,0,0.921,0.03,0.001,,,,,100,16,4.3,0,81.28,,,,,,0,,,
KOR,"Korea, Rep.",OECD,51305184,0.35,0.46,16.7,2.5,2.5,1.2,4.7,2.279,6.585,0.645,,1.812,11,1.5,3,49,1,7.27,20,8.59,83.3,0.9,100,98,87,6.1,2.2,13.8,16.4,89.342,99.99,96.705,99.954,69.813,519.667,8.043,14.167,82.3,88.372,73.1,19,31.485,99.931,99.937,85.22,76.837,2207.957,99.191,99.937,100,100,1.079,2,0.926,1.949,94.851,3.143,0.624,0.862,66.527,,96.505,114.901,3.726,64.1,1.776,4.528,15.879,49.936,0.75,25.216,31.4,1.36,43.4,0,23.808,,75,3.078,1.095,15.769,21.391,4.053,3.548,9.335,1.61,0.389,11.656,1.41,1.383,49.239,38.681,60.04,42.18,33.707,11.73,0.431,37.57,36.827,0.697,0.006,2.524,0.6,34.887,,5.163,,62,0,1.482,23.43,0.686,105.61,9.318,0.157,,0,61.575,8.413,88.284
KWT,Kuwait,MENA,4328553,,,,2.5,6.4,2.5,37.9,2.243,10.482,0.692,,2.615,12,5,8.9,19,1,11.89,104,15.43,80.97,5,99.9,91,70,6.1,,,,69.311,97.298,92.153,99.303,,,,,67,117.647,55.92,6.349,,100,100,3850.5,43.1,6422.333,,,100,100,1.461,0.071,-4.529,,79.84,3.448,,5.731,,,99.106,132.741,3.022,29.55,0.549,0.062,,,,,,,,,60.714,,61,,1.603,15.829,154.997,8.081,2.876,31.852,2.015,,20.825,3.099,18618.271,,32.076,59.81,,0,78.377,0.371,51.65,,0.836,,5.239,1.82,5.556,,4.733,,43,,0,34.36,,,11.331,,,0,,,64.223
KGZ,Kyrgyz Republic,E. Europe & C. Asia,6628347,0.91,14.09,,7.2,11.8,2,16.6,2.313,3.163,0.639,,,60,11.7,17.5,105,0.11,20.34,111,12.66,74.18,37.7,99.8,87,70,5.6,,,,87.093,99.883,103.899,99.75,,,,,64.6,101.818,58.505,16.522,,91.699,97.891,50.04,0.224,1060.618,,,99.882,76.7,0.687,29.681,-6.156,4.109,39.942,8.819,0.535,0.133,,,51,122.932,2.375,0,0.078,0.101,,,,,29.7,1.009,,8.5,19.765,100,62,,0.512,1.548,7.455,1.275,10.733,1.11,0.189,,1.764,0.356,218.685,,,,,,,0.003,23.602,35.403,0.983,0,0.039,2.19,14.476,,3.54,98.9,27,22.3,0.077,30.37,0.588,,7.678,,27.267,0,,,78.633
LAO,Lao PDR,East & South Asia,7379358,10.6,36.57,,5.3,33.1,9,5.3,2.091,4.504,0.444,,205.804,185,21.7,44.1,149,0.13,26.82,188,17.87,68.51,83.4,64.4,79,50,4.9,,,,70.54,91.76,62.002,92.463,,,,,72.3,85.965,96.23,27.517,,85.22,79.48,4.77,0,843.946,,,100,7.9,0.823,58.44,-0.749,9.363,29.056,1.255,,0.045,,,33.8,48.592,2.441,0,0.042,0.037,,,,,38.8,1.56,,18.5,23.087,62.218,77,,0.143,2.45,2.613,1.004,12.535,0.273,0.254,,4.652,0.377,60.701,,,,,,,0.001,44.042,29.869,0.814,1.538,0.01,,,,3.903,73,30,28.2,0,70.56,,,3.898,,,0,,,54.112
LVA,Latvia,OECD,1866934,0.25,0.49,16.2,2.5,2.58,0.7,23.6,2.407,3.026,0.563,43.867,22.132,19,2.3,4,23,1,21.64,41,8.05,75.38,12.1,99.9,99,72,6.4,3.5,44.3,22.6,97.774,98.824,96.895,99.82,44.246,487.333,8.375,18.49,80.6,106.349,81.711,30,20.29,98.783,92.424,1.08,90.7,3666.447,96.289,83.41,100,100,1.098,40.594,0.139,3.864,93.222,7.062,0.771,0.521,71.475,13.597,88.9,132.835,2.983,33.05,1.341,0.641,4.038,3.824,22.312,31.133,35.1,1.38,33.8,0,12.706,98.014,59,1.758,1.207,10.613,8.36,4.7,25.538,7.766,7.755,0.721,3.591,2.956,13.15,29.16,96.191,53.67,5.25,0.213,8.419,0.003,97.237,97.492,0.989,0.004,0.242,2.6,27.797,,4.506,100,59,0,0,19.26,0.626,179.049,8.229,0.123,,68.126,59.125,0.412,83.719
LBN,Lebanon,MENA,6769151,0.11,0.43,,9.3,16.5,6.6,32,2.177,3.156,0.917,,0.073,29,4,7,13,0.03,19.87,51,16.44,76.44,11.7,98.2,71,72,2.2,,,,,,,99.752,,,,,62.2,95.506,32.152,4.688,,92.6,99.2,58.79,38.164,3351.541,,,100,,0.883,3.546,-12.804,1.717,44.751,14.249,0.49,0.568,,,84.1,42.809,2.637,33.783,0.623,,,,,,31.8,1.204,,,30.6,,28,,0.893,8.211,30.092,2.424,3.245,4.44,1.049,,3.805,0.786,0,,12.647,33.11,,9.032,0.385,0.236,12.344,21.062,0.931,0,0.563,1.88,91.939,,3.808,99.5,24,,0,34.93,0.535,,6.827,,19.209,72.843,,,51.87
LSO,Lesotho,Sub-Saharan Africa,2159067,30.13,51.17,,23.5,34.6,2.1,16.6,2.13,0.756,0.961,,0.235,544,44.3,89.5,650,4.91,42.73,178,31.92,50.75,90.8,86.6,75,48,3.5,,,,39.932,97.566,49.965,86.632,,,,,82.8,124.138,78.05,23.333,,72.176,50.318,2.57,0.3,,,,44.641,39.4,4.89,,-9.451,4.177,45.564,23.89,,0.316,,,43,61.859,1.958,0,0.046,0.051,,,,,44.9,2.437,,61.9,26.555,91.291,52,,0.101,1.133,,,9.607,2.265,0.012,,1.019,,0,,,,,,,0.029,16.489,,0.941,0.001,0.482,43.56,19.489,,3.219,44.5,38,13.9,0,31.61,,,12.281,,37.185,0,,,55.225
LBR,Liberia,Sub-Saharan Africa,5180208,41.81,73.09,,38.9,29.8,3.4,9.9,2.093,1.084,1.016,,,661,30.6,78.3,314,0.29,17.75,170,38.9,64.08,128,84.4,61,42,5.1,,,,78.799,78.641,44.214,55.399,,,,,41,56.452,86.831,12.329,,75.262,18.164,0.26,0,441.488,,,27.649,0.2,3.962,,-9.454,7.414,35.714,3.891,0.514,0.017,,,25.6,8.122,1.914,0,0.014,0,,,,,35.3,1.441,,66.6,18.755,8.344,16,,0.447,,1.066,0.25,2.192,0.256,,,0.199,0.104,0,,96.655,49.82,20.18,6.046,0.002,0.001,15.787,24.344,0.902,1.266,0.004,3.26,63.003,,4.619,24.6,29,14,0,33.36,0.509,,3.673,,,48.956,,,49.428
LBY,Libya,MENA,6958538,,,,,38.1,10.2,32.5,2.19,0.66,0.875,,,72,6,11.1,59,0.05,18.59,72,21.3,75.78,10.9,99.9,73,60,5.3,,,,,,,99.6,,,,,24,118.056,56.017,15.957,,99.892,92.106,817.14,9.6,,,,68.532,,1.489,2.752,-10.592,,65.668,19.513,,0.127,,,17.76,21.439,2.249,0,0.098,,,,,,,,,,55.516,,43,,0.942,11.537,27.677,1.549,8.944,1.978,0.544,,7.382,0.631,20233.91,,0,55.64,20.02,21.555,31.606,0.006,0,,0.968,0,0.065,,90.011,,,,17,,0,55.73,,,6.094,,,0,,,21.408
LIE,Liechtenstein,E. Europe & C. Asia,38254,,,,1.17,2.58,0.7,,,,,,,,,,,,,,,,,,,,,,,,97.085,99.92,102.557,,,,,,,,,12,,100,99.95,,,,,,100,,,,,,,,,1.288,,,99.547,125.587,,0,3.278,,,,,,,,,,,,,,2.368,,,,3.781,28.909,,,3.698,,,,,,,,,,80.801,,0.991,0,0.418,2.63,39.683,,,100,,,0,19.49,,,,0.37,,69.508,,,
LTU,Lithuania,OECD,2689862,0.46,0.74,15.4,2.5,2.58,0.7,26.3,2.488,3.181,0.49,45.647,11.958,8,1.9,3.3,29,1,19.32,34,8.14,75.99,11.2,100,90,70,6.9,2.87,40.7,18.9,96.178,99.898,100.418,99.856,56.184,479.667,12.535,22.185,71.9,100.769,83.318,26.95,11.69,98.013,93.937,1.83,51.389,4422.048,94.924,93.937,100,100,4.761,20.535,2.059,5.798,82.884,7.693,0.677,0.678,71.625,12.507,83.056,105.726,2.73,29.75,1.711,0.942,6.943,3.048,42.572,29.595,35.7,1.48,28.7,0,11.189,99.999,47,2.684,1.306,12.302,8.5,7.421,34.713,9.614,12.108,0.569,5.069,8.606,41.75,44.991,83.448,45.15,,34.947,4.392,0.126,90.948,95.166,0.989,0,0.768,3.71,11.828,,5.011,100,61,0,2.204,20.15,0.695,222.421,8.455,0.132,,54.827,50.3,,84.934
LUX,Luxembourg,OECD,634814,0.27,0.33,10.5,2.5,2.58,0.7,22.6,2.331,5.862,0.737,64.986,257.905,5,1.7,2.8,5.9,1,9.75,12,4.07,82.41,4.6,99.9,99,86,7.4,0,11,16.9,99.77,99.379,116.738,,58.153,476.667,20.857,26.766,,95.238,88.319,30,3.403,99.88,97.591,4.33,98.5,9563.008,99.459,96.784,100,100,13.205,8.068,-0.199,1.485,98.768,4.927,0.786,5.597,67.25,7.907,98.822,121.758,3.631,49.2,3.604,1.211,6.327,62.21,10.538,27.575,35.4,1.11,5.2,0,9.482,100,79,11.652,2.182,18.903,17.392,7.693,7.88,55.483,18.332,1.115,13.059,3.874,0,68.693,,,,,,0.652,82.416,37.131,0.985,0.075,7.877,0.16,49.813,,6.189,100,81,0,0,17.56,0.715,87.051,8.278,0.987,,72.436,55.45,-56.74,78.201
MDG,Madagascar,Sub-Saharan Africa,28427333,76.38,92.21,,43.2,41.6,6.4,5.3,2.11,4.004,0.652,,0,335,20.3,50.2,238,0.22,25.99,160,29.22,65.35,150.8,46,59,35,4.3,,,,59.305,97.678,35.473,79.851,,,,,65.9,110.345,92.66,17.881,,53.386,12.311,11.34,0,195.048,,,26.907,0.9,2.182,,-8.204,7.512,17.868,2.417,0.562,0.031,,,15,18.766,2.16,0,0.015,0.013,,,,,42.6,2.134,,73.3,22.26,65.029,47,,0.415,0.566,0.97,0.155,8.165,0.142,0.003,,0.133,0.054,0,,20.308,57.99,8.14,0.72,6.848,0.001,27.152,49.256,0.74,1.068,0.039,,56.398,,3.202,78.6,26,36.7,0,28.24,0.447,,4.132,,11.568,0,,,51.98
MWI,Malawi,Sub-Saharan Africa,19647681,69.73,88.74,,17.3,40.9,0.6,5.8,2.065,1.531,0.748,,,349,19.1,38.6,141,1.21,22.55,115,33.4,65.62,137.6,89.8,90,48,3.6,,,,,98.142,24.04,72.936,,,,,73.9,132.692,88.99,22.917,,70.048,26.554,17.5,0,171.197,,,11.2,1.9,0.869,,-4.825,7.465,33.714,7.022,0.545,0.087,,,9.9,31.846,2.176,0,0.05,0,,,,,44.7,2.352,,66.9,22.973,80.748,43,,0.224,0.478,0.574,0.121,6.124,0.326,0.006,,0.073,0.041,0.496,,,,,,,0.021,70.772,25.843,0.808,0.493,0.268,1.81,17.948,,4.199,5.6,35,19.38,0,28.8,0.487,,5.317,,12.47,0,,,56.49
MYS,Malaysia,East & South Asia,32776195,0,0.02,,3.2,21.8,9.7,15.6,2.364,4.128,0.54,,515.928,29,4.6,8.6,92,0.19,18.45,47,22.48,74.72,8.8,99.6,95,76,6,,,,99.255,98.593,84.915,96.778,,,,,57.4,98.095,66.281,14.865,,97.1,99.579,3.44,12.432,1560.033,,,100,96.1,1.554,3.496,-1.561,6.914,85.344,4.202,0.628,0.897,,,89.555,126.545,3.147,40.483,1.146,1.041,,,,,41.1,1.969,,,14.762,98.995,64,,1.191,11.098,17.264,2.352,7.062,7.944,1.71,,8.423,0.916,3602.755,,13.712,57.68,23.349,28.084,0.703,0.224,28.506,50.008,0.704,1.411,2.099,2.13,26.684,,5.333,,48,,0,39.47,0.568,,6.16,,17.474,0,,,71.05
MDV,Maldives,East & South Asia,543620,0.08,0.27,,,15.3,9.1,8.6,2.41,2.662,1.071,,,53,4.1,6.5,37,1,11.57,26,1.63,79.59,8.9,99.5,99,69,5.2,,,,93.224,97.996,111.175,98.754,,,,,29.2,100,50.677,4.598,,99.544,99.155,15.67,4.62,,,,100,99.1,2.634,,-13.068,,,5.223,,0.855,,,62.93,50.634,2.718,0,0.168,,,,,,31.3,1.189,,32.1,6.796,98.998,59,,1.274,9.137,,,0.011,4.75,0.527,,3.323,,0,,0,58.65,43.38,0,0.13,0.081,0,,0.84,,0.315,0.57,,,,98.8,40,,0,29.13,,,10.515,,17.653,0,,,52.898
MLI,Mali,Sub-Saharan Africa,20855724,36.34,68.79,,10.4,26.4,9.3,8.6,2.216,1.796,0.762,,0.458,562,31.6,91,52,0.27,22.34,209,22.71,62.8,164,67.3,62,42,4.1,,,,44.842,59.012,29.698,46.157,,,,,41.2,56.667,72.529,27.891,,82.547,45.394,8,0,305.726,,,48.021,0.9,1.019,,-5.346,3.566,35.417,7.53,0.589,0.028,,,27.4,35.072,2.303,0,0.016,0.292,,,,,33,1.279,,46,39.435,84.647,40,,0.332,0.8,0.341,0.231,21.387,0.229,0.095,,0.167,0.091,0,,,,,,,0.004,8.056,0,0.979,0.233,0.046,,,,3.591,86.7,29,13.2,0,33.5,0.437,,4.749,,15.434,0,,,51.928
MLT,Malta,E. Europe & C. Asia,442790,0.08,0.1,,2.5,2.58,0.7,28.9,2.305,4.917,0.892,,0,6,4.3,6.5,36,1,10.53,20,4.11,81.89,12.1,99.7,95,81,6.4,,,,97.482,99.506,104.022,99.301,,,,,75.2,95.69,74.441,13.433,,100,99.964,81.74,100,8655.565,,,100,100,1.214,5.181,-3.122,,97.363,3.136,0.776,1.23,,,86.859,87.986,2.9,29.55,2.301,0.572,,,,,28.7,1.064,,,13.309,100,67,,2.17,14.468,17.872,4.723,1.654,14.765,6.779,,3.612,2.066,0,,89.545,41.16,18.89,89.637,1.586,0.087,79.511,,0.872,,1.08,1.59,32.493,,5.202,100,54,,0,30.46,0.659,,9.835,0.4,,73.514,,,74.618
MHL,Marshall Islands,Oceania,59618,,,,,34.8,3.5,52.9,,,1.344,,,,14.2,30.7,483,,,,,,84.5,92.4,79,,,,,,60.477,70.228,97.668,98.459,,,,,80.5,96.396,,6.061,,88.572,84.15,,0,,,,97.444,65.1,,,-2.301,,,,,,,,38.701,0,,0,0.118,,,,,,,,,,,35.726,,,0.415,,,,,,,,,,,,7.847,36.61,2.31,0,0,,10.113,,0.835,,,,,,,83.8,,,0,,,,16.338,,32.75,0,,,20.86
MRT,Mauritania,Sub-Saharan Africa,4775110,4.46,20.84,,9.1,22.8,11.5,12.7,2.318,1.323,0.897,,,766,31.2,70.7,87,1,16.1,169,25.6,68.38,84,69.3,71,40,4.2,,,,,76.858,45.942,63.948,,,,,30.4,67.857,44.11,20.261,,71.681,49.834,13.25,0,709.396,,,45.812,43.4,1.948,,-3.789,21.429,20.873,11.157,0.454,0.113,,,40.8,55.53,2.263,0,0.018,0.011,,,,,32.6,1.251,,79.5,50.369,65.53,42,,0.367,1.364,3.028,0.504,32.708,0.862,0.416,,0.726,0.175,0,,37.241,61.15,17.63,6.526,7.317,0.057,11.172,0,0.975,0,0.051,,,,2.774,65.6,28,14,0,32.25,0.404,,3.125,,,0,,,48.069
MUS,Mauritius,Sub-Saharan Africa,1273428,0.27,1.72,,6.2,,,10.8,2.235,5.273,1.112,,0,61,10.5,16.5,12,0.8,23.19,38,12.23,74.07,23.2,99.8,89,65,5.9,,,,90.782,99.668,102.644,99.042,,,,,40.8,96.907,61.319,20,,99.866,95.505,21.48,2.5,,,,100,100,1.516,14.152,-4.84,0.96,89.843,6.877,0.62,3.346,,,64.885,87.385,2.8,0,0.355,0.347,,,,,36.8,1.59,,,14.185,99.916,68,,0.951,10.073,,,8.703,18.838,1.349,,3.129,,0,,11.059,65.22,71.91,1.18,2.473,1.802,9.639,,0.403,0,22.081,2.92,43.523,,5.373,,54,,0,28.74,0.623,,7.524,,22.961,79.835,,,75.914
